sample_name	osd_id	hardware	cfd_hardware	flight_final	gravity_key	organ_final	cfd_scale	gravity_g	g_bl_mol_m2_s	delta_mm	sherwood	dC_CO2_mean_bl	o2_excess_ppm_bl	u_max	Ra_H2O	dC_H2O_mean	dC_H2O_peak	dC_CO2_mean	dC_CO2_peak	dC_O2_mean	dC_O2_peak	surf_dC_H2O_hw	surf_dC_CO2_hw	dishmean_CO2_hw	carbon_12h_pct_earth	A_start_umol_m2_s	A_end_umol_m2_s	net_assimilation_pct	co2_drawdown_mean_ppm	co2_drawdown_peak_ppm	o2_buildup_mean_ppm	enclosure_type	co2_depletion_min	co2_stress_hr	o2_hypoxia_days	earth_equiv_fan_cm_s	has_forced_airflow	fan_cm_s
Atha_Col-0-PhyD_root_GC_dark_Rep3_GSM2493776_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep1_GSM2493777_Day03	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep1_GSM2493777_Day06	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep1_GSM2493777_Day09	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep1_GSM2493777_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep2_GSM2493778_Day03	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep2_GSM2493778_Day06	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep2_GSM2493778_Day09	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep2_GSM2493778_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep3_GSM2493779_Day03	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep3_GSM2493779_Day06	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep3_GSM2493779_Day09	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep3_GSM2493779_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_dark_Rep1_GSM2493786_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_dark_Rep2_GSM2493787_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_dark_Rep3_GSM2493788_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day03	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day06	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day09	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day03	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day06	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day09	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day03	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day06	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day09	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_dark_Rep1_GSM2493768_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_dark_Rep2_GSM2493769_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_dark_Rep3_GSM2493770_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep3_GSM2493785_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_dark_Rep1_GSM2493792_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_dark_Rep2_GSM2493793_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_dark_Rep3_GSM2493794_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep1_GSM2493765_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep2_GSM2493766_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_dark_Rep1_GSM2493774_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_dark_Rep2_GSM2493775_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_dark_Rep3_GSM2493776_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep1_GSM2493777_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep2_GSM2493778_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_Alight_Rep3_GSM2493779_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_dark_Rep1_GSM2493786_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_dark_Rep2_GSM2493787_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_FLT_dark_Rep3_GSM2493788_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_dark_Rep1_GSM2493768_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_dark_Rep2_GSM2493769_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_root_GC_dark_Rep3_GSM2493770_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep1	OSD-147	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep2	OSD-147	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep3	OSD-147	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep4	OSD-147	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep1	OSD-147	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep2	OSD-147	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep3	OSD-147	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep4	OSD-147	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep1	OSD-147	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep2	OSD-147	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep3	OSD-147	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep4	OSD-147	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep5	OSD-147	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep1	OSD-147	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep2	OSD-147	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep3	OSD-147	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep4	OSD-147	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep5	OSD-147	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_HSFA2-KO_FLT_Rep1	OSD-205	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_HSFA2-KO_FLT_Rep2	OSD-205	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_HSFA2-KO_FLT_Rep3	OSD-205	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_HSFA2-KO_GC_Rep1	OSD-205	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
